word	n	LineNum	WordCount	SentCount	WordLength	TextType	TextTypeN	Text	syllble	morphology	OLD20	Bigram.Mean
acaba	1	16	200	26	5	nar_T1	nar	T1	3	1	1.9	1209.95275
acaba	1	21	183	30	5	nar_T3	nar	T3	3	1	1.9	1209.95275
açarlar	1	15	172	22	7	inf_T3	inf	T3	3	3	2.65	2816.45683333333
açarlar	1	18	176	23	7	inf_T1	inf	T1	3	3	2.65	2816.45683333333
açarlar	1	18	148	18	7	inf_T2	inf	T2	3	3	2.65	2816.45683333333
açıdan	1	20	172	22	6	inf_T3	inf	T3	3	2	2.3	4099.222
açıldı	1	27	183	30	6	nar_T3	nar	T3	3	3	2.05	1958.4296
açıldı	1	23	200	26	6	nar_T1	nar	T1	3	3	2.05	1958.4296
açılıverdi	1	13	149	18	10	nar_T2	nar	T2	5	4	5.55	1590.91977777778
adeta	1	9	172	22	5	inf_T3	inf	T3	3	1	1.95	3099.07125
adımlarını	1	4	149	18	10	nar_T2	nar	T2	5	4	4.75	1557.92211111111
adımlarını	1	3	200	26	10	nar_T1	nar	T1	5	4	4.75	1557.92211111111
adımlarını	1	4	183	30	10	nar_T3	nar	T3	5	4	4.75	1557.92211111111
ağır	1	9	172	22	4	inf_T3	inf	T3	2	1	1.15	1345.625
ağızları	1	15	148	18	8	inf_T2	inf	T2	4	3	3.3	1595.45242857143
ağızları	1	19	176	23	8	inf_T1	inf	T1	4	3	3.3	1595.45242857143
ağızları	1	17	172	22	8	inf_T3	inf	T3	4	3	3.3	1595.45242857143
ah	1	21	200	26	2	nar_T1	nar	T1	1	1	1	224.524
ah	1	12	149	18	2	nar_T2	nar	T2	1	1	1	224.524
ah	1	25	183	30	2	nar_T3	nar	T3	1	1	1	224.524
akıl	1	12	200	26	4	nar_T1	nar	T1	2	1	1.2	1264.445
akıl	1	14	183	30	4	nar_T3	nar	T3	2	1	1.2	1264.445
akıp	1	12	149	18	4	nar_T2	nar	T2	2	2	1.6	1043.94266666667
akla	1	3	176	23	4	inf_T1	inf	T1	2	2	1	4200.99933333333
akla	1	2	148	18	4	inf_T2	inf	T2	2	2	1	4200.99933333333
algılayıp	1	6	172	22	9	inf_T3	inf	T3	4	2	4.05	3053.90175
algısıyla	1	22	200	26	9	nar_T1	nar	T1	4	3	4.05	1956.353375
alkışladılar	1	17	149	18	12	nar_T2	nar	T2	5	4	5.9	3172.969
almadan	1	12	183	30	7	nar_T3	nar	T3	3	2	2.75	3835.40766666667
almadan	1	10	200	26	7	nar_T1	nar	T1	3	2	2.75	3835.40766666667
alt	1	15	148	18	3	inf_T2	inf	T2	1	1	1.05	7040.939
alt	1	19	176	23	3	inf_T1	inf	T1	1	1	1.05	7040.939
alt	1	15	172	22	3	inf_T3	inf	T3	1	1	1.05	7040.939
altında	1	18	176	23	7	inf_T1	inf	T1	3	3	2.7	5115.46833333333
ama	1	6	148	18	3	inf_T2	inf	T2	2	1	1	4628.7445
ama	1	20	176	23	3	inf_T1	inf	T1	2	1	1	4628.7445
ama	1	13	200	26	3	nar_T1	nar	T1	2	1	1	4628.7445
ama	1	10	149	18	3	nar_T2	nar	T2	2	1	1	4628.7445
ama	1	14	200	26	3	nar_T1	nar	T1	2	1	1	4628.7445
amacıyla	1	7	172	22	8	inf_T3	inf	T3	4	2	3.45	1492.11528571429
anaları	1	20	172	22	7	inf_T3	inf	T3	4	3	2.8	5402.09516666667
analarına	1	21	176	23	9	inf_T1	inf	T1	5	4	3.85	4077.801875
ancak	1	4	176	23	5	inf_T1	inf	T1	2	1	1.85	5803.2325
ancak	1	3	148	18	5	inf_T2	inf	T2	2	1	1.85	5803.2325
ancak	1	10	172	22	5	inf_T3	inf	T3	2	1	1.85	5803.2325
aniden	1	23	200	26	6	nar_T1	nar	T1	3	2	2.3	3791.7594
anlarda	1	11	148	18	7	inf_T2	inf	T2	3	3	2.65	6929.72966666667
anlarda	1	7	176	23	7	inf_T1	inf	T1	3	3	2.65	6929.72966666667
annesi	1	20	183	30	6	nar_T3	nar	T3	3	2	2.7	4464.4682
annesi	1	14	149	18	6	nar_T2	nar	T2	3	2	2.7	4464.4682
annesi	1	12	183	30	6	nar_T3	nar	T3	3	2	2.7	4464.4682
annesi	1	24	200	26	6	nar_T1	nar	T1	3	2	2.7	4464.4682
annesi	1	15	200	26	6	nar_T1	nar	T1	3	2	2.7	4464.4682
annesi	1	15	183	30	6	nar_T3	nar	T3	3	2	2.7	4464.4682
annesi	1	9	149	18	6	nar_T2	nar	T2	3	2	2.7	4464.4682
annesi	1	16	149	18	6	nar_T2	nar	T2	3	2	2.7	4464.4682
annesi	1	2	149	18	6	nar_T2	nar	T2	3	2	2.7	4464.4682
annesi	1	13	149	18	6	nar_T2	nar	T2	3	2	2.7	4464.4682
annesini	1	19	183	30	8	nar_T3	nar	T3	4	3	3.85	3367.15314285714
annesini	1	10	149	18	8	nar_T2	nar	T2	4	3	3.85	3367.15314285714
annesinin	1	28	183	30	9	nar_T3	nar	T3	4	3	4.7	2947.561625
annesinin	1	14	200	26	9	nar_T1	nar	T1	4	3	4.7	2947.561625
annesinin	1	10	200	26	9	nar_T1	nar	T1	4	3	4.7	2947.561625
annesinin	1	3	183	30	9	nar_T3	nar	T3	4	3	4.7	2947.561625
annesinin	1	18	183	30	9	nar_T3	nar	T3	4	3	4.7	2947.561625
annesinin	1	2	200	26	9	nar_T1	nar	T1	4	3	4.7	2947.561625
aracılığıyla	1	14	172	22	12	inf_T3	inf	T3	6	2	6.45	2134.21009090909
arasında	1	7	148	18	8	inf_T2	inf	T2	4	3	3.15	2919.651
arasında	1	22	176	23	8	inf_T1	inf	T1	4	3	3.15	2919.651
arkadaşı	1	4	200	26	8	nar_T1	nar	T1	4	2	3.3	3387.00714285714
arkadaşı	1	5	149	18	8	nar_T2	nar	T2	4	2	3.3	3387.00714285714
arkadaşı	1	5	183	30	8	nar_T3	nar	T3	4	2	3.3	3387.00714285714
arkadaşının	1	5	200	26	11	nar_T1	nar	T1	5	3	5.35	2371.4876
arkadaşının	1	6	183	30	11	nar_T3	nar	T3	5	3	5.35	2371.4876
arkadaşının	1	6	149	18	11	nar_T2	nar	T2	5	3	5.35	2371.4876
arkasında	1	24	200	26	9	nar_T1	nar	T1	4	3	3.9	2878.050375
arttı	1	8	149	18	5	nar_T2	nar	T2	2	2	1.9	4578.456
aşağı	1	17	172	22	5	inf_T3	inf	T3	3	1	1.95	855.473
ateşliyken	1	19	200	26	10	nar_T1	nar	T1	4	2	4.45	1163.49177777778
avlanırlar	1	14	172	22	10	inf_T3	inf	T3	4	4	4.85	2997.57777777778
avlarına	1	17	176	23	8	inf_T1	inf	T1	4	4	3.55	4321.70271428571
ayaklarının	1	18	148	18	11	inf_T2	inf	T2	5	4	4.85	1913.2049
ayaklarının	1	18	176	23	11	inf_T1	inf	T1	5	4	4.85	1913.2049
ayaklarının	1	15	172	22	11	inf_T3	inf	T3	5	4	4.85	1913.2049
ayırırlar	1	8	176	23	9	inf_T1	inf	T1	4	3	3.85	1345.276
ayırırlar	1	13	148	18	9	inf_T2	inf	T2	4	3	3.85	1345.276
aylak	1	9	172	22	5	inf_T3	inf	T3	2	1	1.35	5768.719
aylardır	1	24	200	26	8	nar_T1	nar	T1	3	3	2.95	4715.89642857143
aylardır	1	24	200	26	8	nar_T1	nar	T1	3	2	2.95	4715.89642857143
aylardır	1	28	183	30	8	nar_T3	nar	T3	3	3	2.95	4715.89642857143
aylardır	1	28	183	30	8	nar_T3	nar	T3	3	2	2.95	4715.89642857143
aylardır	1	14	149	18	8	nar_T2	nar	T2	3	3	2.95	4715.89642857143
aylardır	1	14	149	18	8	nar_T2	nar	T2	3	2	2.95	4715.89642857143
aynı	1	5	149	18	4	nar_T2	nar	T2	2	1	1.65	4084.58766666667
aynı	1	5	183	30	4	nar_T3	nar	T3	2	1	1.65	4084.58766666667
aynı	1	4	200	26	4	nar_T1	nar	T1	2	1	1.65	4084.58766666667
ayrıca	1	21	172	22	6	inf_T3	inf	T3	3	1	2	2683.5676
ayrıca	1	17	172	22	6	inf_T3	inf	T3	3	1	2	2683.5676
ayrılan	1	9	176	23	7	inf_T1	inf	T1	3	3	2	3719.4785
ayrılan	1	9	176	23	7	inf_T1	inf	T1	3	2	2	3719.4785
ayrılan	1	14	148	18	7	inf_T2	inf	T2	3	3	2	3719.4785
ayrılan	1	14	148	18	7	inf_T2	inf	T2	3	2	2	3719.4785
babaannesi	1	14	149	18	10	nar_T2	nar	T2	4	2	4.8	4998.34422222223
babaannesi	1	16	149	18	10	nar_T2	nar	T2	4	2	4.8	4998.34422222223
babaannesi	1	28	183	30	10	nar_T3	nar	T3	4	2	4.8	4998.34422222223
babaannesini	1	24	200	26	12	nar_T1	nar	T1	5	3	6.65	4090.64918181819
baktı	1	10	183	30	5	nar_T3	nar	T3	2	2	1.85	10588.492
başka	1	24	183	30	5	nar_T3	nar	T3	2	1	1.75	13435.37175
başka	1	20	200	26	5	nar_T1	nar	T1	2	1	1.75	13435.37175
başka	1	11	149	18	5	nar_T2	nar	T2	2	1	1.75	13435.37175
başladı	1	22	200	26	7	nar_T1	nar	T1	3	2	2.65	10133.427
başladı	1	22	183	30	7	nar_T3	nar	T3	3	2	2.65	10133.427
başladı	1	26	183	30	7	nar_T3	nar	T3	3	2	2.65	10133.427
bazen	1	13	148	18	5	inf_T2	inf	T2	2	1	1.85	13837.28475
bazen	1	8	176	23	5	inf_T1	inf	T1	2	1	1.85	13837.28475
bazı	1	7	172	22	4	inf_T3	inf	T3	2	1	1.25	13804.5873333333
bazı	1	4	148	18	4	inf_T2	inf	T2	2	1	1.25	13804.5873333333
bazıları	1	10	172	22	8	inf_T3	inf	T3	4	3	3.35	7462.34428571429
bazıları	1	5	176	23	8	inf_T1	inf	T1	4	3	3.35	7462.34428571429
beklemekten	1	24	183	30	11	nar_T3	nar	T3	4	5	4.85	5252.435
beklemekten	1	24	183	30	11	nar_T3	nar	T3	4	3	4.85	5252.435
beklemekten	1	20	200	26	11	nar_T1	nar	T1	4	5	4.85	5252.435
beklemekten	1	20	200	26	11	nar_T1	nar	T1	4	3	4.85	5252.435
beklemekten	1	11	149	18	11	nar_T2	nar	T2	4	5	4.85	5252.435
beklemekten	1	11	149	18	11	nar_T2	nar	T2	4	3	4.85	5252.435
bekleyememiş	1	6	149	18	12	nar_T2	nar	T2	5	4	5.7	4332.56527272728
bekleyememiş	1	5	200	26	12	nar_T1	nar	T1	5	4	5.7	4332.56527272728
bekleyememişti	1	6	183	30	14	nar_T3	nar	T3	6	NA	7.6	3666.4876923077
belki	1	9	149	18	5	nar_T2	nar	T2	2	1	1.8	8984.92875000001
belki	1	12	200	26	5	nar_T1	nar	T1	2	1	1.8	8984.92875000001
belki	1	15	183	30	5	nar_T3	nar	T3	2	1	1.8	8984.92875000001
benzerler	1	21	176	23	9	inf_T1	inf	T1	3	2	3.35	5643.46412500001
beş	1	3	172	22	3	inf_T3	inf	T3	1	1	1.15	8909.35150000001
beş	1	2	148	18	3	inf_T2	inf	T2	1	1	1.15	8909.35150000001
beş	1	22	176	23	3	inf_T1	inf	T1	1	1	1.15	8909.35150000001
beş	1	4	176	23	3	inf_T1	inf	T1	1	1	1.15	8909.35150000001
beş	1	3	148	18	3	inf_T2	inf	T2	1	1	1.15	8909.35150000001
beş	1	3	176	23	3	inf_T1	inf	T1	1	1	1.15	8909.35150000001
beş	1	7	148	18	3	inf_T2	inf	T2	1	1	1.15	8909.35150000001
beşiği	1	11	183	30	6	nar_T3	nar	T3	3	2	2.4	4277.9424
beşik	1	9	200	26	5	nar_T1	nar	T1	2	1	1.55	6183.63925
beslenirler	1	16	172	22	11	inf_T3	inf	T3	4	3	4.6	4257.5651
beslenirler	1	16	172	22	11	inf_T3	inf	T3	4	4	4.6	4257.5651
