word	n	LineNum	WordCount	SentCount	WordLength	TextType	TextTypeN	Text	Part.of.Speech	Freq.Norm	OLD20	Bigram.Mean
aç	1	18	170	23	2	inf_T1	inf	T1	verb	1561.744	1	5413.08
aç	1	13	145	18	2	nar_T2	nar	T2	verb	1561.744	1	5413.08
aç	1	15	170	22	2	inf_T3	inf	T3	verb	1561.744	1	5413.08
aç	1	18	145	18	2	inf_T2	inf	T2	verb	1561.744	1	5413.08
acaba	1	21	179	30	5	nar_T3	nar	T3	adv	170.737	1.9	1209.95275
acaba	1	16	194	26	5	nar_T1	nar	T1	adv	170.737	1.9	1209.95275
açı	1	20	170	22	3	inf_T3	inf	T3	noun	600.612	1	4521.37
açıl	1	23	194	26	4	nar_T1	nar	T1	verb	2.337	1.4	3251.04033333333
açıl	1	27	179	30	4	nar_T3	nar	T3	verb	2.337	1.4	3251.04033333333
adeta	1	9	170	22	5	inf_T3	inf	T3	adv	104.876	1.95	3099.07125
adım	1	4	145	18	4	nar_T2	nar	T2	noun	356.58	1.45	1749.34333333333
adım	1	4	179	30	4	nar_T3	nar	T3	noun	356.58	1.45	1749.34333333333
adım	1	3	194	26	4	nar_T1	nar	T1	noun	356.58	1.45	1749.34333333333
ağır	1	9	170	22	4	inf_T3	inf	T3	adj	329.682	1.15	1345.625
ağız	1	15	145	18	4	inf_T2	inf	T2	noun	151.337	1.55	909.519333333333
ağız	1	17	170	22	4	inf_T3	inf	T3	noun	151.337	1.55	909.519333333333
ağız	1	19	170	23	4	inf_T1	inf	T1	noun	151.337	1.55	909.519333333333
ah	1	21	194	26	2	nar_T1	nar	T1	noun	41.319	1	224.524
ah	1	12	145	18	2	nar_T2	nar	T2	noun	41.319	1	224.524
ah	1	25	179	30	2	nar_T3	nar	T3	noun	41.319	1	224.524
ak	1	12	145	18	2	nar_T2	nar	T2	verb	124.583	1	2417.981
akıl	1	3	170	23	4	inf_T1	inf	T1	noun	400.272	1.2	1264.445
akıl	1	12	194	26	4	nar_T1	nar	T1	noun	400.272	1.2	1264.445
akıl	1	2	145	18	4	inf_T2	inf	T2	noun	400.272	1.2	1264.445
akıl	1	14	179	30	4	nar_T3	nar	T3	noun	400.272	1.2	1264.445
al	1	10	194	26	2	nar_T1	nar	T1	verb	4952.412	1	11977.86
al	1	12	179	30	2	nar_T3	nar	T3	verb	4952.412	1	11977.86
algı	1	22	194	26	4	nar_T1	nar	T1	noun	12.63	1.55	4982.98433333333
algıla	1	6	170	22	6	inf_T3	inf	T3	verb	112.399	1.9	4880.1796
alkışla	1	17	145	18	7	nar_T2	nar	T2	verb	31.344	2.55	5759.569
alt	1	15	145	18	3	inf_T2	inf	T2	noun	1147.076	1.05	7040.939
alt	1	15	170	22	3	inf_T3	inf	T3	noun	1147.076	1.05	7040.939
alt	1	19	170	23	3	inf_T1	inf	T1	noun	1147.076	1.05	7040.939
alt	1	18	170	23	3	inf_T1	inf	T1	noun	1147.076	1.05	7040.939
ama	1	20	170	23	3	inf_T1	inf	T1	conj	2883.072	1	4628.7445
ama	1	13	194	26	3	nar_T1	nar	T1	conj	2883.072	1	4628.7445
ama	1	10	145	18	3	nar_T2	nar	T2	conj	2883.072	1	4628.7445
ama	1	14	194	26	3	nar_T1	nar	T1	conj	2883.072	1	4628.7445
ama	1	6	145	18	3	inf_T2	inf	T2	conj	2883.072	1	4628.7445
amaç	1	7	170	22	4	inf_T3	inf	T3	noun	728.887	1.5	3721.39333333333
an	1	7	170	23	2	inf_T1	inf	T1	noun	989.935	1	8505.525
an	1	7	170	23	2	inf_T1	inf	T1	verb	128.664	1	8505.525
an	1	7	170	23	2	inf_T1	inf	T1	noun	0.454	1	8505.525
an	1	11	145	18	2	inf_T2	inf	T2	noun	989.935	1	8505.525
an	1	11	145	18	2	inf_T2	inf	T2	verb	128.664	1	8505.525
an	1	11	145	18	2	inf_T2	inf	T2	noun	0.454	1	8505.525
ana	1	21	170	23	3	inf_T1	inf	T1	noun	275.67	1	5350.2365
ana	1	20	170	22	3	inf_T3	inf	T3	noun	275.67	1	5350.2365
ancak	1	4	170	23	5	inf_T1	inf	T1	conj	1389.257	1.85	5803.2325
ancak	1	10	170	22	5	inf_T3	inf	T3	conj	1389.257	1.85	5803.2325
ancak	1	3	145	18	5	inf_T2	inf	T2	conj	1389.257	1.85	5803.2325
ani	1	23	194	26	3	nar_T1	nar	T1	adj	38.28	1	4799.308
anne	1	14	194	26	4	nar_T1	nar	T1	noun	448.292	1.9	6805.88233333333
anne	1	10	145	18	4	nar_T2	nar	T2	noun	448.292	1.9	6805.88233333333
anne	1	9	145	18	4	nar_T2	nar	T2	noun	448.292	1.9	6805.88233333333
anne	1	14	145	18	4	nar_T2	nar	T2	noun	448.292	1.9	6805.88233333333
anne	1	19	179	30	4	nar_T3	nar	T3	noun	448.292	1.9	6805.88233333333
anne	1	15	179	30	4	nar_T3	nar	T3	noun	448.292	1.9	6805.88233333333
anne	1	20	179	30	4	nar_T3	nar	T3	noun	448.292	1.9	6805.88233333333
anne	1	2	194	26	4	nar_T1	nar	T1	noun	448.292	1.9	6805.88233333333
anne	1	18	179	30	4	nar_T3	nar	T3	noun	448.292	1.9	6805.88233333333
anne	1	13	145	18	4	nar_T2	nar	T2	noun	448.292	1.9	6805.88233333333
anne	1	15	194	26	4	nar_T1	nar	T1	noun	448.292	1.9	6805.88233333333
anne	1	10	194	26	4	nar_T1	nar	T1	noun	448.292	1.9	6805.88233333333
anne	1	3	179	30	4	nar_T3	nar	T3	noun	448.292	1.9	6805.88233333333
anne	1	16	145	18	4	nar_T2	nar	T2	noun	448.292	1.9	6805.88233333333
anne	1	12	179	30	4	nar_T3	nar	T3	noun	448.292	1.9	6805.88233333333
anne	1	2	145	18	4	nar_T2	nar	T2	noun	448.292	1.9	6805.88233333333
anne	1	24	194	26	4	nar_T1	nar	T1	noun	448.292	1.9	6805.88233333333
anne	1	28	179	30	4	nar_T3	nar	T3	noun	448.292	1.9	6805.88233333333
ara	1	22	170	23	3	inf_T1	inf	T1	noun	2942.439	1	8974.4075
ara	1	7	145	18	3	inf_T2	inf	T2	noun	2942.439	1	8974.4075
aracılık	1	14	170	22	8	inf_T3	inf	T3	noun	104.016	1.95	3788.19814285715
arka	1	24	194	26	4	nar_T1	nar	T1	noun	367.475	1.2	6629.12966666667
arkadaş	1	4	194	26	7	nar_T1	nar	T1	noun	742.276	2.85	3951.13183333333
arkadaş	1	5	194	26	7	nar_T1	nar	T1	noun	742.276	2.85	3951.13183333333
arkadaş	1	5	179	30	7	nar_T3	nar	T3	noun	742.276	2.85	3951.13183333333
arkadaş	1	6	179	30	7	nar_T3	nar	T3	noun	742.276	2.85	3951.13183333333
arkadaş	1	5	145	18	7	nar_T2	nar	T2	noun	742.276	2.85	3951.13183333333
arkadaş	1	6	145	18	7	nar_T2	nar	T2	noun	742.276	2.85	3951.13183333333
art	1	8	145	18	3	nar_T2	nar	T2	verb	1162.68	1	8464.2785
aşağı	1	17	170	22	5	inf_T3	inf	T3	noun	250.099	1.95	855.473
ateşli	1	19	194	26	6	nar_T1	nar	T1	adj	0.395	1.95	1791.6114
av	1	17	170	23	2	inf_T1	inf	T1	noun	38.955	1	580.997
avla	1	14	170	22	4	inf_T3	inf	T3	verb	21.356	1.1	3576.21333333333
ay	1	24	194	26	2	nar_T1	nar	T1	noun	1561.308	1	4954.219
ay	1	28	179	30	2	nar_T3	nar	T3	noun	1561.308	1	4954.219
ay	1	14	145	18	2	nar_T2	nar	T2	noun	1561.308	1	4954.219
ayak	1	15	170	22	4	inf_T3	inf	T3	noun	344.676	1.1	2763.439
ayak	1	18	145	18	4	inf_T2	inf	T2	noun	344.676	1.1	2763.439
ayak	1	18	170	23	4	inf_T1	inf	T1	noun	344.676	1.1	2763.439
ayır	1	13	145	18	4	inf_T2	inf	T2	verb	536.144	1.05	2390.873
ayır	1	14	145	18	4	inf_T2	inf	T2	verb	536.144	1.05	2390.873
ayır	1	8	170	23	4	inf_T1	inf	T1	verb	536.144	1.05	2390.873
aylak	1	9	170	22	5	inf_T3	inf	T3	adj	1.611	1.35	5768.719
aynı	1	5	145	18	4	nar_T2	nar	T2	adj	1196.498	1.65	4084.58766666667
aynı	1	4	194	26	4	nar_T1	nar	T1	adj	1196.498	1.65	4084.58766666667
aynı	1	5	179	30	4	nar_T3	nar	T3	adj	1196.498	1.65	4084.58766666667
ayrıca	1	17	170	22	6	inf_T3	inf	T3	adv	607.069	2	2683.5676
ayrıca	1	21	170	22	6	inf_T3	inf	T3	adv	607.069	2	2683.5676
ayrıl	1	9	170	23	5	inf_T1	inf	T1	verb	0.327	1.6	3364.0375
babaanne	1	28	179	30	8	nar_T3	nar	T3	noun	5.891	3.8	6424.20985714286
babaanne	1	16	145	18	8	nar_T2	nar	T2	noun	5.891	3.8	6424.20985714286
babaanne	1	24	194	26	8	nar_T1	nar	T1	noun	5.891	3.8	6424.20985714286
babaanne	1	14	145	18	8	nar_T2	nar	T2	noun	5.891	3.8	6424.20985714286
bak	1	10	179	30	3	nar_T3	nar	T3	verb	1246.436	1	19303.747
başka	1	20	194	26	5	nar_T1	nar	T1	adj	939.237	1.75	13435.37175
başka	1	24	179	30	5	nar_T3	nar	T3	adj	939.237	1.75	13435.37175
başka	1	11	145	18	5	nar_T2	nar	T2	adj	939.237	1.75	13435.37175
başla	1	26	179	30	5	nar_T3	nar	T3	verb	2323.442	1.4	15158.6665
başla	1	22	194	26	5	nar_T1	nar	T1	verb	2323.442	1.4	15158.6665
başla	1	22	179	30	5	nar_T3	nar	T3	verb	2323.442	1.4	15158.6665
bazen	1	13	145	18	5	inf_T2	inf	T2	adv	157.497	1.85	13837.28475
bazen	1	8	170	23	5	inf_T1	inf	T1	adv	157.497	1.85	13837.28475
bazı	1	4	145	18	4	inf_T2	inf	T2	adj	849.234	1.25	13804.5873333333
bazı	1	5	170	23	4	inf_T1	inf	T1	adj	849.234	1.25	13804.5873333333
bazı	1	7	170	22	4	inf_T3	inf	T3	adj	849.234	1.25	13804.5873333333
bazı	1	10	170	22	4	inf_T3	inf	T3	adj	849.234	1.25	13804.5873333333
bekle	1	11	145	18	5	nar_T2	nar	T2	verb	1155.932	1.55	11288.27
bekle	1	6	145	18	5	nar_T2	nar	T2	verb	1155.932	1.55	11288.27
bekle	1	5	194	26	5	nar_T1	nar	T1	verb	1155.932	1.55	11288.27
bekle	1	6	179	30	5	nar_T3	nar	T3	verb	1155.932	1.55	11288.27
bekle	1	24	179	30	5	nar_T3	nar	T3	verb	1155.932	1.55	11288.27
bekle	1	20	194	26	5	nar_T1	nar	T1	verb	1155.932	1.55	11288.27
belki	1	15	179	30	5	nar_T3	nar	T3	adv	410.747	1.8	8984.92875000001
belki	1	9	145	18	5	nar_T2	nar	T2	adv	410.747	1.8	8984.92875000001
belki	1	12	194	26	5	nar_T1	nar	T1	adv	410.747	1.8	8984.92875000001
benze	1	21	170	23	5	inf_T1	inf	T1	verb	137.431	1.65	9500.03375000001
beş	1	3	170	22	3	inf_T3	inf	T3	adj	306.5	1.15	8909.35150000001
beş	1	22	170	23	3	inf_T1	inf	T1	adj	306.5	1.15	8909.35150000001
beş	1	7	145	18	3	inf_T2	inf	T2	adj	306.5	1.15	8909.35150000001
beş	1	3	170	23	3	inf_T1	inf	T1	adj	306.5	1.15	8909.35150000001
beş	1	2	145	18	3	inf_T2	inf	T2	adj	306.5	1.15	8909.35150000001
beş	1	4	170	23	3	inf_T1	inf	T1	adj	306.5	1.15	8909.35150000001
beş	1	3	145	18	3	inf_T2	inf	T2	adj	306.5	1.15	8909.35150000001
beşik	1	11	179	30	5	nar_T3	nar	T3	noun	9.031	1.55	6183.63925
beşik	1	9	194	26	5	nar_T1	nar	T1	noun	9.031	1.55	6183.63925
besle	1	16	170	22	5	inf_T3	inf	T3	verb	158.161	1.55	9797.56725
beslen	1	17	145	18	6	inf_T2	inf	T2	NA	NA	1.8	8407.7782
beyin	1	18	170	22	5	inf_T3	inf	T3	noun	148.619	1.8	6926.38375
beyin	1	20	170	23	5	inf_T1	inf	T1	noun	148.619	1.8	6926.38375
beyin	1	6	145	18	5	inf_T2	inf	T2	noun	148.619	1.8	6926.38375
bil	1	25	179	30	3	nar_T3	nar	T3	verb	2277.905	1	29457.585
bil	1	21	194	26	3	nar_T1	nar	T1	verb	2277.905	1	29457.585
bil	1	10	194	26	3	nar_T1	nar	T1	verb	2277.905	1	29457.585
bile	1	4	170	22	4	inf_T3	inf	T3	adv	895.401	1	23534.9316666667
bir	1	20	194	26	3	nar_T1	nar	T1	det	22249.919	1.15	40814.4175
bir	1	10	194	26	3	nar_T1	nar	T1	det	22249.919	1.15	40814.4175
bir	1	12	194	26	3	nar_T1	nar	T1	det	22249.919	1.15	40814.4175
bir	1	17	179	30	3	nar_T3	nar	T3	det	22249.919	1.15	40814.4175
bir	1	13	145	18	3	inf_T2	inf	T2	det	22249.919	1.15	40814.4175
bir	1	13	194	26	3	nar_T1	nar	T1	det	22249.919	1.15	40814.4175
bir	1	21	170	22	3	inf_T3	inf	T3	det	22249.919	1.15	40814.4175
bir	1	7	170	23	3	inf_T1	inf	T1	det	22249.919	1.15	40814.4175
bir	1	8	170	23	3	inf_T1	inf	T1	det	22249.919	1.15	40814.4175
bir	1	22	170	23	3	inf_T1	inf	T1	det	22249.919	1.15	40814.4175
bir	1	11	145	18	3	inf_T2	inf	T2	det	22249.919	1.15	40814.4175
bir	1	12	170	23	3	inf_T1	inf	T1	det	22249.919	1.15	40814.4175
bir	1	1	145	18	3	nar_T2	nar	T2	det	22249.919	1.15	40814.4175
bir	1	27	179	30	3	nar_T3	nar	T3	det	22249.919	1.15	40814.4175
bir	1	17	145	18	3	nar_T2	nar	T2	det	22249.919	1.15	40814.4175
bir	1	23	194	26	3	nar_T1	nar	T1	det	22249.919	1.15	40814.4175
bir	1	16	145	18	3	nar_T2	nar	T2	det	22249.919	1.15	40814.4175
biraz	1	21	194	26	5	nar_T1	nar	T1	adj	367.251	1.9	25175.11925
birbiri	1	18	145	18	7	nar_T2	nar	T2	pron	410.848	2.75	14799.9308333333
birden	1	27	179	30	6	nar_T3	nar	T3	adv	121.114	1.9	18577.12
birden	1	13	145	18	6	nar_T2	nar	T2	adv	121.114	1.9	18577.12
birkaç	1	2	170	22	6	inf_T3	inf	T3	det	284.948	2.2	19077.9718
böl	1	22	170	22	3	inf_T3	inf	T3	verb	116.17	1.3	3148.942
böl	1	23	170	23	3	inf_T1	inf	T1	verb	116.17	1.3	3148.942
böl	1	8	145	18	3	inf_T2	inf	T2	verb	116.17	1.3	3148.942
bölge	1	17	170	22	5	inf_T3	inf	T3	noun	937.082	1.75	3078.671
bölge	1	2	170	22	5	inf_T3	inf	T3	noun	937.082	1.75	3078.671
bölüm	1	7	170	22	5	inf_T3	inf	T3	noun	864.732	1.75	3122.157
bölüm	1	8	170	22	5	inf_T3	inf	T3	noun	864.732	1.75	3122.157
boş	1	9	194	26	3	nar_T1	nar	T1	adj	141.058	1.05	2504.692
boş	1	11	179	30	3	nar_T3	nar	T3	adj	141.058	1.05	2504.692
böylece	1	11	170	23	7	inf_T1	inf	T1	adv	223.114	2.6	5198.40483333333
bu	1	27	179	30	2	nar_T3	nar	T3	det	13537.813	1.35	22519.689
bu	1	18	170	23	2	inf_T1	inf	T1	det	13537.813	1.35	22519.689
bu	1	16	170	22	2	inf_T3	inf	T3	det	13537.813	1.35	22519.689
bu	1	22	194	26	2	nar_T1	nar	T1	det	13537.813	1.35	22519.689
bu	1	2	179	30	2	nar_T3	nar	T3	det	13537.813	1.35	22519.689
bu	1	8	170	22	2	inf_T3	inf	T3	det	13537.813	1.35	22519.689
bu	1	8	170	23	2	inf_T1	inf	T1	det	13537.813	1.35	22519.689
bu	1	13	145	18	2	inf_T2	inf	T2	det	13537.813	1.35	22519.689
bu	1	21	170	23	2	inf_T1	inf	T1	det	13537.813	1.35	22519.689
bu	1	20	170	22	2	inf_T3	inf	T3	det	13537.813	1.35	22519.689
bu	1	18	145	18	2	inf_T2	inf	T2	det	13537.813	1.35	22519.689
bu	1	23	194	26	2	nar_T1	nar	T1	det	13537.813	1.35	22519.689
bu	1	26	179	30	2	nar_T3	nar	T3	det	13537.813	1.35	22519.689
bu	1	12	145	18	2	inf_T2	inf	T2	det	13537.813	1.35	22519.689
bu	1	1	194	26	2	nar_T1	nar	T1	det	13537.813	1.35	22519.689
bu	1	14	145	18	2	inf_T2	inf	T2	det	13537.813	1.35	22519.689
bu	1	2	170	22	2	inf_T3	inf	T3	det	13537.813	1.35	22519.689
bugün	1	6	145	18	5	nar_T2	nar	T2	noun	1163.679	2.05	7902.90525
bugün	1	6	179	30	5	nar_T3	nar	T3	noun	1163.679	2.05	7902.90525
bugün	1	5	194	26	5	nar_T1	nar	T1	noun	1163.679	2.05	7902.90525
bul	1	13	194	26	3	nar_T1	nar	T1	verb	971.757	1.05	15308.4815
bul	1	17	179	30	3	nar_T3	nar	T3	verb	971.757	1.05	15308.4815
bulun	1	3	170	22	5	inf_T3	inf	T3	verb	2770.317	1.7	10603.169
bulun	1	18	170	23	5	inf_T1	inf	T1	verb	2770.317	1.7	10603.169
büyük	1	17	145	18	5	nar_T2	nar	T2	adj	2270.309	1.8	4069.197
buzdolap	1	13	194	26	8	nar_T1	nar	T1	noun	1.467	3.75	4670.11657142857
buzdolap	1	12	194	26	8	nar_T1	nar	T1	noun	1.467	3.75	4670.11657142857
buzdolap	1	14	179	30	8	nar_T3	nar	T3	noun	1.467	3.75	4670.11657142857
buzdolap	1	16	179	30	8	nar_T3	nar	T3	noun	1.467	3.75	4670.11657142857
çabuk	1	10	170	22	5	inf_T3	inf	T3	adj	67.048	1.8	4231.18575
çal	1	10	145	18	3	nar_T2	nar	T2	verb	205.025	1	10677.506
çal	1	19	179	30	3	nar_T3	nar	T3	verb	205.025	1	10677.506
çal	1	14	194	26	3	nar_T1	nar	T1	verb	205.025	1	10677.506
çalış	1	2	194	26	5	nar_T1	nar	T1	verb	2856.704	1.6	7970.4705
canlı	1	11	170	22	5	inf_T3	inf	T3	noun	154.779	1.65	5117.9365
canlı	1	2	170	22	5	inf_T3	inf	T3	noun	154.779	1.65	5117.9365
canlı	1	22	170	22	5	inf_T3	inf	T3	noun	154.779	1.65	5117.9365
canlı	1	1	145	18	5	inf_T2	inf	T2	noun	154.779	1.65	5117.9365
canlı	1	1	170	22	5	inf_T3	inf	T3	noun	154.779	1.65	5117.9365
canlı	1	18	145	18	5	inf_T2	inf	T2	noun	154.779	1.65	5117.9365
canlı	1	21	170	22	5	inf_T3	inf	T3	noun	154.779	1.65	5117.9365
canlı	2	18	170	23	5	inf_T1	inf	T1	noun	154.779	1.65	5117.9365
canlı	1	1	170	23	5	inf_T1	inf	T1	noun	154.779	1.65	5117.9365
canlı	1	16	170	23	5	inf_T1	inf	T1	noun	154.779	1.65	5117.9365
canlı	1	17	145	18	5	inf_T2	inf	T2	noun	154.779	1.65	5117.9365
canlı	1	9	145	18	5	inf_T2	inf	T2	noun	154.779	1.65	5117.9365
çare	1	20	194	26	4	nar_T1	nar	T1	noun	96.855	1.6	18433.453
çare	1	11	145	18	4	nar_T2	nar	T2	noun	96.855	1.6	18433.453
çare	1	24	179	30	4	nar_T3	nar	T3	noun	96.855	1.6	18433.453
çarp	1	29	179	30	4	nar_T3	nar	T3	verb	142.973	1.45	13432.6813333333
çarp	1	25	194	26	4	nar_T1	nar	T1	verb	142.973	1.45	13432.6813333333
çarp	1	15	145	18	4	nar_T2	nar	T2	verb	142.973	1.45	13432.6813333333
çek	1	15	170	22	3	inf_T3	inf	T3	verb	1302.704	1.05	7864.428
çeşitli	1	26	179	30	7	nar_T3	nar	T3	adj	0.049	2.3	2826.947
çeşitli	1	5	170	22	7	inf_T3	inf	T3	adj	0.049	2.3	2826.947
çeşitli	1	22	194	26	7	nar_T1	nar	T1	adj	0.049	2.3	2826.947
çığlık	1	3	179	30	6	nar_T3	nar	T3	noun	17.669	1.9	2910.5634
çığlık	1	2	194	26	6	nar_T1	nar	T1	noun	17.669	1.9	2910.5634
çık	1	5	170	22	3	inf_T3	inf	T3	verb	3869.949	1.1	5407.6585
çıkış	1	1	145	18	5	nar_T2	nar	T2	verb	4.217	1.6	5137.3855
çoğal	1	8	145	18	5	inf_T2	inf	T2	verb	44.611	1.85	4147.3405
çoğal	1	22	170	22	5	inf_T3	inf	T3	verb	44.611	1.85	4147.3405
çoğal	1	23	170	23	5	inf_T1	inf	T1	verb	44.611	1.85	4147.3405
çok	1	18	194	26	3	nar_T1	nar	T1	adv	3441.728	1.2	7077.7015
çok	1	8	179	30	3	nar_T3	nar	T3	adv	3441.728	1.2	7077.7015
çok	1	23	179	30	3	nar_T3	nar	T3	adv	3441.728	1.2	7077.7015
çok	1	5	179	30	3	nar_T3	nar	T3	adv	3441.728	1.2	7077.7015
çok	1	12	145	18	3	nar_T2	nar	T2	adv	3441.728	1.2	7077.7015
çok	1	4	194	26	3	nar_T1	nar	T1	adv	3441.728	1.2	7077.7015
çok	1	10	145	18	3	inf_T2	inf	T2	adv	3441.728	1.2	7077.7015
çok	1	5	145	18	3	nar_T2	nar	T2	adv	3441.728	1.2	7077.7015
çok	1	11	194	26	3	nar_T1	nar	T1	adv	3441.728	1.2	7077.7015
çok	1	6	194	26	3	nar_T1	nar	T1	adv	3441.728	1.2	7077.7015
cuma	1	1	145	18	4	nar_T2	nar	T2	noun	147.781	1.65	3141.47
çünkü	1	14	145	18	5	inf_T2	inf	T2	conj	787.269	2.15	3024.685
çünkü	1	10	170	23	5	inf_T1	inf	T1	conj	787.269	2.15	3024.685
da	1	3	194	26	2	nar_T1	nar	T1	conj	8009.96	1.05	18216.181
da	1	10	170	22	2	inf_T3	inf	T3	conj	8009.96	1.05	18216.181
da	1	1	170	23	2	inf_T1	inf	T1	conj	8009.96	1.05	18216.181
da	1	4	145	18	2	nar_T2	nar	T2	conj	8009.96	1.05	18216.181
da	1	4	170	23	2	inf_T1	inf	T1	conj	8009.96	1.05	18216.181
da	2	3	145	18	2	inf_T2	inf	T2	conj	8009.96	1.05	18216.181
da	1	20	179	30	2	nar_T3	nar	T3	conj	8009.96	1.05	18216.181
da	1	3	170	22	2	inf_T3	inf	T3	conj	8009.96	1.05	18216.181
da	1	17	145	18	2	nar_T2	nar	T2	conj	8009.96	1.05	18216.181
da	1	6	170	23	2	inf_T1	inf	T1	conj	8009.96	1.05	18216.181
da	1	10	145	18	2	nar_T2	nar	T2	conj	8009.96	1.05	18216.181
da	1	15	194	26	2	nar_T1	nar	T1	conj	8009.96	1.05	18216.181
daha	1	2	179	30	4	nar_T3	nar	T3	adv	3918.516	1.4	11996.3066666667
daha	1	7	145	18	4	nar_T2	nar	T2	adv	3918.516	1.4	11996.3066666667
daha	1	4	145	18	4	nar_T2	nar	T2	adv	3918.516	1.4	11996.3066666667
daha	1	3	194	26	4	nar_T1	nar	T1	adv	3918.516	1.4	11996.3066666667
daha	1	1	194	26	4	nar_T1	nar	T1	adv	3918.516	1.4	11996.3066666667
daha	1	19	194	26	4	nar_T1	nar	T1	adv	3918.516	1.4	11996.3066666667
de	1	3	170	23	2	inf_T1	inf	T1	conj	7539.481	1	25987.372
de	1	13	145	18	2	inf_T2	inf	T2	conj	7539.481	1	25987.372
de	1	12	194	26	2	nar_T1	nar	T1	conj	7539.481	1	25987.372
de	1	19	179	30	2	nar_T3	nar	T3	conj	7539.481	1	25987.372
de	1	15	179	30	2	nar_T3	nar	T3	conj	7539.481	1	25987.372
de	1	14	194	26	2	nar_T1	nar	T1	conj	7539.481	1	25987.372
de	1	8	170	23	2	inf_T1	inf	T1	conj	7539.481	1	25987.372
de	1	1	170	22	2	inf_T3	inf	T3	conj	7539.481	1	25987.372
de	1	17	145	18	2	nar_T2	nar	T2	conj	7539.481	1	25987.372
de	1	9	145	18	2	nar_T2	nar	T2	conj	7539.481	1	25987.372
de	1	13	170	23	2	inf_T1	inf	T1	conj	7539.481	1	25987.372
de	1	5	145	18	2	nar_T2	nar	T2	conj	7539.481	1	25987.372
de	1	2	145	18	2	inf_T2	inf	T2	conj	7539.481	1	25987.372
de	1	10	145	18	2	inf_T2	inf	T2	conj	7539.481	1	25987.372
değil	1	11	170	22	5	inf_T3	inf	T3	conj	1701.316	1.7	10949.02275
deniz	1	14	170	23	5	inf_T1	inf	T1	noun	424.727	1.75	13903.94175
deniz	1	2	145	18	5	inf_T2	inf	T2	noun	424.727	1.75	13903.94175
deniz	1	21	170	23	5	inf_T1	inf	T1	noun	424.727	1.75	13903.94175
deniz	1	5	145	18	5	inf_T2	inf	T2	noun	424.727	1.75	13903.94175
deniz	1	13	170	22	5	inf_T3	inf	T3	noun	424.727	1.75	13903.94175
deniz	1	21	170	22	5	inf_T3	inf	T3	noun	424.727	1.75	13903.94175
deniz	1	2	170	23	5	inf_T1	inf	T1	noun	424.727	1.75	13903.94175
deniz	1	15	145	18	5	inf_T2	inf	T2	noun	424.727	1.75	13903.94175
deniz	1	23	170	23	5	inf_T1	inf	T1	noun	424.727	1.75	13903.94175
deniz	1	5	170	22	5	inf_T3	inf	T3	noun	424.727	1.75	13903.94175
deniz	2	3	170	23	5	inf_T1	inf	T1	noun	424.727	1.75	13903.94175
deniz	1	17	145	18	5	inf_T2	inf	T2	noun	424.727	1.75	13903.94175
deniz	2	1	145	18	5	inf_T2	inf	T2	noun	424.727	1.75	13903.94175
deniz	1	20	170	22	5	inf_T3	inf	T3	noun	424.727	1.75	13903.94175
deniz	2	22	170	22	5	inf_T3	inf	T3	noun	424.727	1.75	13903.94175
deniz	1	7	170	23	5	inf_T1	inf	T1	noun	424.727	1.75	13903.94175
deniz	2	1	170	22	5	inf_T3	inf	T3	noun	424.727	1.75	13903.94175
deniz	1	16	170	23	5	inf_T1	inf	T1	noun	424.727	1.75	13903.94175
deniz	1	6	170	23	5	inf_T1	inf	T1	noun	424.727	1.75	13903.94175
deniz	1	9	145	18	5	inf_T2	inf	T2	noun	424.727	1.75	13903.94175
deniz	1	4	170	23	5	inf_T1	inf	T1	noun	424.727	1.75	13903.94175
deniz	2	1	170	23	5	inf_T1	inf	T1	noun	424.727	1.75	13903.94175
deniz	1	22	170	23	5	inf_T1	inf	T1	noun	424.727	1.75	13903.94175
deniz	1	11	170	22	5	inf_T3	inf	T3	noun	424.727	1.75	13903.94175
derin	1	1	145	18	5	inf_T2	inf	T2	adj	193.391	1.45	17718.86075
derinlik	1	2	170	22	8	inf_T3	inf	T3	noun	2.53	1.9	11518.4805714286
derinlik	1	2	170	23	8	inf_T1	inf	T1	noun	2.53	1.9	11518.4805714286
diğer	1	3	170	22	5	inf_T3	inf	T3	adj	1195.39	1.9	5812.391
dol	1	17	194	26	3	nar_T1	nar	T1	verb	231.657	1	8094.0775
dol	1	22	179	30	3	nar_T3	nar	T3	verb	231.657	1	8094.0775
dolayı	1	21	194	26	6	nar_T1	nar	T1	postp	230.427	1.9	5849.72
dönüş	1	11	170	23	5	inf_T1	inf	T1	verb	236.849	1.8	3530.627
düşman	1	12	145	18	6	inf_T2	inf	T2	noun	129.306	2.45	4640.6676
düşman	1	13	145	18	6	inf_T2	inf	T2	noun	129.306	2.45	4640.6676
düşman	1	6	170	22	6	inf_T3	inf	T3	noun	129.306	2.45	4640.6676
düşman	1	7	170	23	6	inf_T1	inf	T1	noun	129.306	2.45	4640.6676
düşün	1	1	194	26	5	nar_T1	nar	T1	verb	1120.858	1.7	4356.3255
düşün	1	2	179	30	5	nar_T3	nar	T3	verb	1120.858	1.7	4356.3255
düşünce	1	22	194	26	7	nar_T1	nar	T1	noun	335.929	2.5	3584.3995
düşünce	1	26	179	30	7	nar_T3	nar	T3	noun	335.929	2.5	3584.3995
